lat,lon,land
36,-119.75,TRUE
36,-119.5,TRUE
36,-119.25,TRUE
36,-119,TRUE
36,-118.75,TRUE
36,-118.5,TRUE
36,-118.25,TRUE
36,-118,TRUE
36,-117.75,TRUE
36,-117.5,TRUE
36,-117.25,TRUE
36,-117,TRUE
36,-116.75,TRUE
36,-116.5,TRUE
36,-116.25,TRUE
36,-116,TRUE
36,-115.75,TRUE
36,-115.5,TRUE
36,-115.25,TRUE
36,-115,TRUE
36,-114.75,TRUE
36,-114.5,TRUE
36,-114.25,TRUE
36,-114,TRUE
36,-113.75,TRUE
36,-113.5,TRUE
36,-113.25,TRUE
36,-113,TRUE
36,-112.75,TRUE
36,-112.5,TRUE
36,-112.25,TRUE
36,-112,TRUE
36,-111.75,TRUE
36,-111.5,TRUE
36,-111.25,TRUE
36,-111,TRUE
36,-110.75,TRUE
36,-110.5,TRUE
36,-110.25,TRUE
36,-110,TRUE
36,-109.75,TRUE
36,-109.5,TRUE
36,-109.25,TRUE
36,-109,TRUE
36,-108.75,TRUE
36,-108.5,TRUE
36,-108.25,TRUE
36,-108,TRUE
36,-107.75,TRUE
36,-107.5,TRUE
36,-107.25,TRUE
36,-107,TRUE
36,-106.75,TRUE
36,-106.5,TRUE
36,-106.25,TRUE
36,-106,TRUE
36,-105.75,TRUE
36,-105.5,TRUE
36,-105.25,TRUE
36,-105,TRUE
36,-104.75,TRUE
36,-104.5,TRUE
36,-104.25,TRUE
36,-104,TRUE
36.25,-121.75,TRUE
36.25,-121.5,TRUE
36.25,-121.25,TRUE
36.25,-121,TRUE
36.25,-120.75,TRUE
36.25,-120.5,TRUE
36.25,-120.25,TRUE
36.25,-120,TRUE
36.25,-119.75,TRUE
36.25,-119.5,TRUE
36.25,-119.25,TRUE
36.25,-119,TRUE
36.25,-118.75,TRUE
36.25,-118.5,TRUE
36.25,-118.25,TRUE
36.25,-118,TRUE
36.25,-117.75,TRUE
36.25,-117.5,TRUE
36.25,-117.25,TRUE
36.25,-117,TRUE
36.25,-116.75,TRUE
36.25,-116.5,TRUE
36.25,-116.25,TRUE
36.25,-116,TRUE
36.25,-115.75,TRUE
36.25,-115.5,TRUE
36.25,-115.25,TRUE
36.25,-115,TRUE
36.25,-114.75,TRUE
36.25,-114.5,TRUE
36.25,-114.25,TRUE
36.25,-114,TRUE
36.25,-113.75,TRUE
36.25,-113.5,TRUE
36.25,-113.25,TRUE
36.25,-113,TRUE
36.25,-112.75,TRUE
36.25,-112.5,TRUE
36.25,-112.25,TRUE
36.25,-112,TRUE
36.25,-111.75,TRUE
36.25,-111.5,TRUE
36.25,-111.25,TRUE
36.25,-111,TRUE
36.25,-110.75,TRUE
36.25,-110.5,TRUE
36.25,-110.25,TRUE
36.25,-110,TRUE
36.25,-109.75,TRUE
36.25,-109.5,TRUE
36.25,-109.25,TRUE
36.25,-109,TRUE
36.25,-108.75,TRUE
36.25,-108.5,TRUE
36.25,-108.25,TRUE
36.25,-108,TRUE
36.25,-107.75,TRUE
36.25,-107.5,TRUE
36.25,-107.25,TRUE
36.25,-107,TRUE
36.25,-106.75,TRUE
36.25,-106.5,TRUE
36.25,-106.25,TRUE
36.25,-106,TRUE
36.25,-105.75,TRUE
36.25,-105.5,TRUE
36.25,-105.25,TRUE
36.25,-105,TRUE
36.25,-104.75,TRUE
36.25,-104.5,TRUE
36.25,-104.25,TRUE
36.25,-104,TRUE
36.5,-122,TRUE
36.5,-121.75,TRUE
36.5,-121.5,TRUE
36.5,-121.25,TRUE
36.5,-121,TRUE
36.5,-120.75,TRUE
36.5,-120.5,TRUE
36.5,-120.25,TRUE
36.5,-120,TRUE
36.5,-119.75,TRUE
36.5,-119.5,TRUE
36.5,-119.25,TRUE
36.5,-119,TRUE
36.5,-118.75,TRUE
36.5,-118.5,TRUE
36.5,-118.25,TRUE
36.5,-118,TRUE
36.5,-117.75,TRUE
36.5,-117.5,TRUE
36.5,-117.25,TRUE
36.5,-117,TRUE
36.5,-116.75,TRUE
36.5,-116.5,TRUE
36.5,-116.25,TRUE
36.5,-116,TRUE
36.5,-115.75,TRUE
36.5,-115.5,TRUE
36.5,-115.25,TRUE
36.5,-115,TRUE
36.5,-114.75,TRUE
36.5,-114.5,TRUE
36.5,-114.25,TRUE
36.5,-114,TRUE
36.5,-113.75,TRUE
36.5,-113.5,TRUE
36.5,-113.25,TRUE
36.5,-113,TRUE
36.5,-112.75,TRUE
36.5,-112.5,TRUE
36.5,-112.25,TRUE
36.5,-112,TRUE
36.5,-111.75,TRUE
36.5,-111.5,TRUE
36.5,-111.25,TRUE
36.5,-111,TRUE
36.5,-110.75,TRUE
36.5,-110.5,TRUE
36.5,-110.25,TRUE
36.5,-110,TRUE
36.5,-109.75,TRUE
36.5,-109.5,TRUE
36.5,-109.25,TRUE
36.5,-109,TRUE
36.5,-108.75,TRUE
36.5,-108.5,TRUE
36.5,-108.25,TRUE
36.5,-108,TRUE
36.5,-107.75,TRUE
36.5,-107.5,TRUE
36.5,-107.25,TRUE
36.5,-107,TRUE
36.5,-106.75,TRUE
36.5,-106.5,TRUE
36.5,-106.25,TRUE
36.5,-106,TRUE
36.5,-105.75,TRUE
36.5,-105.5,TRUE
36.5,-105.25,TRUE
36.5,-105,TRUE
36.5,-104.75,TRUE
36.5,-104.5,TRUE
36.5,-104.25,TRUE
36.5,-104,TRUE
36.75,-121.75,TRUE
36.75,-121.5,TRUE
36.75,-121.25,TRUE
36.75,-121,TRUE
36.75,-120.75,TRUE
36.75,-120.5,TRUE
36.75,-120.25,TRUE
36.75,-120,TRUE
36.75,-119.75,TRUE
36.75,-119.5,TRUE
36.75,-119.25,TRUE
36.75,-119,TRUE
36.75,-118.75,TRUE
36.75,-118.5,TRUE
36.75,-118.25,TRUE
36.75,-118,TRUE
36.75,-117.75,TRUE
36.75,-117.5,TRUE
36.75,-117.25,TRUE
36.75,-117,TRUE
36.75,-116.75,TRUE
36.75,-116.5,TRUE
36.75,-116.25,TRUE
36.75,-116,TRUE
36.75,-115.75,TRUE
36.75,-115.5,TRUE
36.75,-115.25,TRUE
36.75,-115,TRUE
36.75,-114.75,TRUE
36.75,-114.5,TRUE
36.75,-114.25,TRUE
36.75,-114,TRUE
36.75,-113.75,TRUE
36.75,-113.5,TRUE
36.75,-113.25,TRUE
36.75,-113,TRUE
36.75,-112.75,TRUE
36.75,-112.5,TRUE
36.75,-112.25,TRUE
36.75,-112,TRUE
36.75,-111.75,TRUE
36.75,-111.5,TRUE
36.75,-111.25,TRUE
36.75,-111,TRUE
36.75,-110.75,TRUE
36.75,-110.5,TRUE
36.75,-110.25,TRUE
36.75,-110,TRUE
36.75,-109.75,TRUE
36.75,-109.5,TRUE
36.75,-109.25,TRUE
36.75,-109,TRUE
36.75,-108.75,TRUE
36.75,-108.5,TRUE
36.75,-108.25,TRUE
36.75,-108,TRUE
36.75,-107.75,TRUE
36.75,-107.5,TRUE
36.75,-107.25,TRUE
36.75,-107,TRUE
36.75,-106.75,TRUE
36.75,-106.5,TRUE
36.75,-106.25,TRUE
36.75,-106,TRUE
36.75,-105.75,TRUE
36.75,-105.5,TRUE
36.75,-105.25,TRUE
36.75,-105,TRUE
36.75,-104.75,TRUE
36.75,-104.5,TRUE
36.75,-104.25,TRUE
36.75,-104,TRUE
37,-122.25,TRUE
37,-122,TRUE
37,-121.75,TRUE
37,-121.5,TRUE
37,-121.25,TRUE
37,-121,TRUE
37,-120.75,TRUE
37,-120.5,TRUE
37,-120.25,TRUE
37,-120,TRUE
37,-119.75,TRUE
37,-119.5,TRUE
37,-119.25,TRUE
37,-119,TRUE
37,-118.75,TRUE
37,-118.5,TRUE
37,-118.25,TRUE
37,-118,TRUE
37,-117.75,TRUE
37,-117.5,TRUE
37,-117.25,TRUE
37,-117,TRUE
37,-116.75,TRUE
37,-116.5,TRUE
37,-116.25,TRUE
37,-116,TRUE
37,-115.75,TRUE
37,-115.5,TRUE
37,-115.25,TRUE
37,-115,TRUE
37,-114.75,TRUE
37,-114.5,TRUE
37,-114.25,TRUE
37,-114,TRUE
37,-113.75,TRUE
37,-113.5,TRUE
37,-113.25,TRUE
37,-113,TRUE
37,-112.75,TRUE
37,-112.5,TRUE
37,-112.25,TRUE
37,-112,TRUE
37,-111.75,TRUE
37,-111.5,TRUE
37,-111.25,TRUE
37,-111,TRUE
37,-110.75,TRUE
37,-110.5,TRUE
37,-110.25,TRUE
37,-110,TRUE
37,-109.75,TRUE
37,-109.5,TRUE
37,-109.25,TRUE
37,-109,TRUE
37,-108.75,TRUE
37,-108.5,TRUE
37,-108.25,TRUE
37,-108,TRUE
37,-107.75,TRUE
37,-107.5,TRUE
37,-107.25,TRUE
37,-107,TRUE
37,-106.75,TRUE
37,-106.5,TRUE
37,-106.25,TRUE
37,-106,TRUE
37,-105.75,TRUE
37,-105.5,TRUE
37,-105.25,TRUE
37,-105,TRUE
37,-104.75,TRUE
37,-104.5,TRUE
37,-104.25,TRUE
37,-104,TRUE
37.25,-122.5,TRUE
37.25,-122.25,TRUE
37.25,-122,TRUE
37.25,-121.75,TRUE
37.25,-121.5,TRUE
37.25,-121.25,TRUE
37.25,-121,TRUE
37.25,-120.75,TRUE
37.25,-120.5,TRUE
37.25,-120.25,TRUE
37.25,-120,TRUE
37.25,-119.75,TRUE
37.25,-119.5,TRUE
37.25,-119.25,TRUE
37.25,-119,TRUE
37.25,-118.75,TRUE
37.25,-118.5,TRUE
37.25,-118.25,TRUE
37.25,-118,TRUE
37.25,-117.75,TRUE
37.25,-117.5,TRUE
37.25,-117.25,TRUE
37.25,-117,TRUE
37.25,-116.75,TRUE
37.25,-116.5,TRUE
37.25,-116.25,TRUE
37.25,-116,TRUE
37.25,-115.75,TRUE
37.25,-115.5,TRUE
37.25,-115.25,TRUE
37.25,-115,TRUE
37.25,-114.75,TRUE
37.25,-114.5,TRUE
37.25,-114.25,TRUE
37.25,-114,TRUE
37.25,-113.75,TRUE
37.25,-113.5,TRUE
37.25,-113.25,TRUE
37.25,-113,TRUE
37.25,-112.75,TRUE
37.25,-112.5,TRUE
37.25,-112.25,TRUE
37.25,-112,TRUE
37.25,-111.75,TRUE
37.25,-111.5,TRUE
37.25,-111.25,TRUE
37.25,-111,TRUE
37.25,-110.75,TRUE
37.25,-110.5,TRUE
37.25,-110.25,TRUE
37.25,-110,TRUE
37.25,-109.75,TRUE
37.25,-109.5,TRUE
37.25,-109.25,TRUE
37.25,-109,TRUE
37.25,-108.75,TRUE
37.25,-108.5,TRUE
37.25,-108.25,TRUE
37.25,-108,TRUE
37.25,-107.75,TRUE
37.25,-107.5,TRUE
37.25,-107.25,TRUE
37.25,-107,TRUE
37.25,-106.75,TRUE
37.25,-106.5,TRUE
37.25,-106.25,TRUE
37.25,-106,TRUE
37.25,-105.75,TRUE
37.25,-105.5,TRUE
37.25,-105.25,TRUE
37.25,-105,TRUE
37.25,-104.75,TRUE
37.25,-104.5,TRUE
37.25,-104.25,TRUE
37.25,-104,TRUE
37.5,-122.25,TRUE
37.5,-122,TRUE
37.5,-121.75,TRUE
37.5,-121.5,TRUE
37.5,-121.25,TRUE
37.5,-121,TRUE
37.5,-120.75,TRUE
37.5,-120.5,TRUE
37.5,-120.25,TRUE
37.5,-120,TRUE
37.5,-119.75,TRUE
37.5,-119.5,TRUE
37.5,-119.25,TRUE
37.5,-119,TRUE
37.5,-118.75,TRUE
37.5,-118.5,TRUE
37.5,-118.25,TRUE
37.5,-118,TRUE
37.5,-117.75,TRUE
37.5,-117.5,TRUE
37.5,-117.25,TRUE
37.5,-117,TRUE
37.5,-116.75,TRUE
37.5,-116.5,TRUE
37.5,-116.25,TRUE
37.5,-116,TRUE
37.5,-115.75,TRUE
37.5,-115.5,TRUE
37.5,-115.25,TRUE
37.5,-115,TRUE
37.5,-114.75,TRUE
37.5,-114.5,TRUE
37.5,-114.25,TRUE
37.5,-114,TRUE
37.5,-113.75,TRUE
37.5,-113.5,TRUE
37.5,-113.25,TRUE
37.5,-113,TRUE
37.5,-112.75,TRUE
37.5,-112.5,TRUE
37.5,-112.25,TRUE
37.5,-112,TRUE
37.5,-111.75,TRUE
37.5,-111.5,TRUE
37.5,-111.25,TRUE
37.5,-111,TRUE
37.5,-110.75,TRUE
37.5,-110.5,TRUE
37.5,-110.25,TRUE
37.5,-110,TRUE
37.5,-109.75,TRUE
37.5,-109.5,TRUE
37.5,-109.25,TRUE
37.5,-109,TRUE
37.5,-108.75,TRUE
37.5,-108.5,TRUE
37.5,-108.25,TRUE
37.5,-108,TRUE
37.5,-107.75,TRUE
37.5,-107.5,TRUE
37.5,-107.25,TRUE
37.5,-107,TRUE
37.5,-106.75,TRUE
37.5,-106.5,TRUE
37.5,-106.25,TRUE
37.5,-106,TRUE
37.5,-105.75,TRUE
37.5,-105.5,TRUE
37.5,-105.25,TRUE
37.5,-105,TRUE
37.5,-104.75,TRUE
37.5,-104.5,TRUE
37.5,-104.25,TRUE
37.5,-104,TRUE
37.75,-122.5,TRUE
37.75,-122.25,TRUE
37.75,-122,TRUE
37.75,-121.75,TRUE
37.75,-121.5,TRUE
37.75,-121.25,TRUE
37.75,-121,TRUE
37.75,-120.75,TRUE
37.75,-120.5,TRUE
37.75,-120.25,TRUE
37.75,-120,TRUE
37.75,-119.75,TRUE
37.75,-119.5,TRUE
37.75,-119.25,TRUE
37.75,-119,TRUE
37.75,-118.75,TRUE
37.75,-118.5,TRUE
37.75,-118.25,TRUE
37.75,-118,TRUE
37.75,-117.75,TRUE
37.75,-117.5,TRUE
37.75,-117.25,TRUE
37.75,-117,TRUE
37.75,-116.75,TRUE
37.75,-116.5,TRUE
37.75,-116.25,TRUE
37.75,-116,TRUE
37.75,-115.75,TRUE
37.75,-115.5,TRUE
37.75,-115.25,TRUE
37.75,-115,TRUE
37.75,-114.75,TRUE
37.75,-114.5,TRUE
37.75,-114.25,TRUE
37.75,-114,TRUE
37.75,-113.75,TRUE
37.75,-113.5,TRUE
37.75,-113.25,TRUE
37.75,-113,TRUE
37.75,-112.75,TRUE
37.75,-112.5,TRUE
37.75,-112.25,TRUE
37.75,-112,TRUE
37.75,-111.75,TRUE
37.75,-111.5,TRUE
37.75,-111.25,TRUE
37.75,-111,TRUE
37.75,-110.75,TRUE
37.75,-110.5,TRUE
37.75,-110.25,TRUE
37.75,-110,TRUE
37.75,-109.75,TRUE
37.75,-109.5,TRUE
37.75,-109.25,TRUE
37.75,-109,TRUE
37.75,-108.75,TRUE
37.75,-108.5,TRUE
37.75,-108.25,TRUE
37.75,-108,TRUE
37.75,-107.75,TRUE
37.75,-107.5,TRUE
37.75,-107.25,TRUE
37.75,-107,TRUE
37.75,-106.75,TRUE
37.75,-106.5,TRUE
37.75,-106.25,TRUE
37.75,-106,TRUE
37.75,-105.75,TRUE
37.75,-105.5,TRUE
37.75,-105.25,TRUE
37.75,-105,TRUE
37.75,-104.75,TRUE
37.75,-104.5,TRUE
37.75,-104.25,TRUE
37.75,-104,TRUE
38,-123,TRUE
38,-122.75,TRUE
38,-122.5,TRUE
38,-122.25,TRUE
38,-122,TRUE
38,-121.75,TRUE
38,-121.5,TRUE
38,-121.25,TRUE
38,-121,TRUE
38,-120.75,TRUE
38,-120.5,TRUE
38,-120.25,TRUE
38,-120,TRUE
38,-119.75,TRUE
38,-119.5,TRUE
38,-119.25,TRUE
38,-119,TRUE
38,-118.75,TRUE
38,-118.5,TRUE
38,-118.25,TRUE
38,-118,TRUE
38,-117.75,TRUE
38,-117.5,TRUE
38,-117.25,TRUE
38,-117,TRUE
38,-116.75,TRUE
38,-116.5,TRUE
38,-116.25,TRUE
38,-116,TRUE
38,-115.75,TRUE
38,-115.5,TRUE
38,-115.25,TRUE
38,-115,TRUE
38,-114.75,TRUE
38,-114.5,TRUE
38,-114.25,TRUE
38,-114,TRUE
38,-113.75,TRUE
38,-113.5,TRUE
38,-113.25,TRUE
38,-113,TRUE
38,-112.75,TRUE
38,-112.5,TRUE
38,-112.25,TRUE
38,-112,TRUE
38,-111.75,TRUE
38,-111.5,TRUE
38,-111.25,TRUE
38,-111,TRUE
38,-110.75,TRUE
38,-110.5,TRUE
38,-110.25,TRUE
38,-110,TRUE
38,-109.75,TRUE
38,-109.5,TRUE
38,-109.25,TRUE
38,-109,TRUE
38,-108.75,TRUE
38,-108.5,TRUE
38,-108.25,TRUE
38,-108,TRUE
38,-107.75,TRUE
38,-107.5,TRUE
38,-107.25,TRUE
38,-107,TRUE
38,-106.75,TRUE
38,-106.5,TRUE
38,-106.25,TRUE
38,-106,TRUE
38,-105.75,TRUE
38,-105.5,TRUE
38,-105.25,TRUE
38,-105,TRUE
38,-104.75,TRUE
38,-104.5,TRUE
38,-104.25,TRUE
38,-104,TRUE
38.25,-123,TRUE
38.25,-122.75,TRUE
38.25,-122.5,TRUE
38.25,-122.25,TRUE
38.25,-122,TRUE
38.25,-121.75,TRUE
38.25,-121.5,TRUE
38.25,-121.25,TRUE
38.25,-121,TRUE
38.25,-120.75,TRUE
38.25,-120.5,TRUE
38.25,-120.25,TRUE
38.25,-120,TRUE
38.25,-119.75,TRUE
38.25,-119.5,TRUE
38.25,-119.25,TRUE
38.25,-119,TRUE
38.25,-118.75,TRUE
38.25,-118.5,TRUE
38.25,-118.25,TRUE
38.25,-118,TRUE
38.25,-117.75,TRUE
38.25,-117.5,TRUE
38.25,-117.25,TRUE
38.25,-117,TRUE
38.25,-116.75,TRUE
38.25,-116.5,TRUE
38.25,-116.25,TRUE
38.25,-116,TRUE
38.25,-115.75,TRUE
38.25,-115.5,TRUE
38.25,-115.25,TRUE
38.25,-115,TRUE
38.25,-114.75,TRUE
38.25,-114.5,TRUE
38.25,-114.25,TRUE
38.25,-114,TRUE
38.25,-113.75,TRUE
38.25,-113.5,TRUE
38.25,-113.25,TRUE
38.25,-113,TRUE
38.25,-112.75,TRUE
38.25,-112.5,TRUE
38.25,-112.25,TRUE
38.25,-112,TRUE
38.25,-111.75,TRUE
38.25,-111.5,TRUE
38.25,-111.25,TRUE
38.25,-111,TRUE
38.25,-110.75,TRUE
38.25,-110.5,TRUE
38.25,-110.25,TRUE
38.25,-110,TRUE
38.25,-109.75,TRUE
38.25,-109.5,TRUE
38.25,-109.25,TRUE
38.25,-109,TRUE
38.25,-108.75,TRUE
38.25,-108.5,TRUE
38.25,-108.25,TRUE
38.25,-108,TRUE
38.25,-107.75,TRUE
38.25,-107.5,TRUE
38.25,-107.25,TRUE
38.25,-107,TRUE
38.25,-106.75,TRUE
38.25,-106.5,TRUE
38.25,-106.25,TRUE
38.25,-106,TRUE
38.25,-105.75,TRUE
38.25,-105.5,TRUE
38.25,-105.25,TRUE
38.25,-105,TRUE
38.25,-104.75,TRUE
38.25,-104.5,TRUE
38.25,-104.25,TRUE
38.25,-104,TRUE
38.5,-123.25,TRUE
38.5,-123,TRUE
38.5,-122.75,TRUE
38.5,-122.5,TRUE
38.5,-122.25,TRUE
38.5,-122,TRUE
38.5,-121.75,TRUE
38.5,-121.5,TRUE
38.5,-121.25,TRUE
38.5,-121,TRUE
38.5,-120.75,TRUE
38.5,-120.5,TRUE
38.5,-120.25,TRUE
38.5,-120,TRUE
38.5,-119.75,TRUE
38.5,-119.5,TRUE
38.5,-119.25,TRUE
38.5,-119,TRUE
38.5,-118.75,TRUE
38.5,-118.5,TRUE
38.5,-118.25,TRUE
38.5,-118,TRUE
38.5,-117.75,TRUE
38.5,-117.5,TRUE
38.5,-117.25,TRUE
38.5,-117,TRUE
38.5,-116.75,TRUE
38.5,-116.5,TRUE
38.5,-116.25,TRUE
38.5,-116,TRUE
38.5,-115.75,TRUE
38.5,-115.5,TRUE
38.5,-115.25,TRUE
38.5,-115,TRUE
38.5,-114.75,TRUE
38.5,-114.5,TRUE
38.5,-114.25,TRUE
38.5,-114,TRUE
38.5,-113.75,TRUE
38.5,-113.5,TRUE
38.5,-113.25,TRUE
38.5,-113,TRUE
38.5,-112.75,TRUE
38.5,-112.5,TRUE
38.5,-112.25,TRUE
38.5,-112,TRUE
38.5,-111.75,TRUE
38.5,-111.5,TRUE
38.5,-111.25,TRUE
38.5,-111,TRUE
38.5,-110.75,TRUE
38.5,-110.5,TRUE
38.5,-110.25,TRUE
38.5,-110,TRUE
38.5,-109.75,TRUE
38.5,-109.5,TRUE
38.5,-109.25,TRUE
38.5,-109,TRUE
38.5,-108.75,TRUE
38.5,-108.5,TRUE
38.5,-108.25,TRUE
38.5,-108,TRUE
38.5,-107.75,TRUE
38.5,-107.5,TRUE
38.5,-107.25,TRUE
38.5,-107,TRUE
38.5,-106.75,TRUE
38.5,-106.5,TRUE
38.5,-106.25,TRUE
38.5,-106,TRUE
38.5,-105.75,TRUE
38.5,-105.5,TRUE
38.5,-105.25,TRUE
38.5,-105,TRUE
38.5,-104.75,TRUE
38.5,-104.5,TRUE
38.5,-104.25,TRUE
38.5,-104,TRUE
38.75,-123.5,TRUE
38.75,-123.25,TRUE
38.75,-123,TRUE
38.75,-122.75,TRUE
38.75,-122.5,TRUE
38.75,-122.25,TRUE
38.75,-122,TRUE
38.75,-121.75,TRUE
38.75,-121.5,TRUE
38.75,-121.25,TRUE
38.75,-121,TRUE
38.75,-120.75,TRUE
38.75,-120.5,TRUE
38.75,-120.25,TRUE
38.75,-120,TRUE
38.75,-119.75,TRUE
38.75,-119.5,TRUE
38.75,-119.25,TRUE
38.75,-119,TRUE
38.75,-118.75,TRUE
38.75,-118.5,TRUE
38.75,-118.25,TRUE
38.75,-118,TRUE
38.75,-117.75,TRUE
38.75,-117.5,TRUE
38.75,-117.25,TRUE
38.75,-117,TRUE
38.75,-116.75,TRUE
38.75,-116.5,TRUE
38.75,-116.25,TRUE
38.75,-116,TRUE
38.75,-115.75,TRUE
38.75,-115.5,TRUE
38.75,-115.25,TRUE
38.75,-115,TRUE
38.75,-114.75,TRUE
38.75,-114.5,TRUE
38.75,-114.25,TRUE
38.75,-114,TRUE
38.75,-113.75,TRUE
38.75,-113.5,TRUE
38.75,-113.25,TRUE
38.75,-113,TRUE
38.75,-112.75,TRUE
38.75,-112.5,TRUE
38.75,-112.25,TRUE
38.75,-112,TRUE
38.75,-111.75,TRUE
38.75,-111.5,TRUE
38.75,-111.25,TRUE
38.75,-111,TRUE
38.75,-110.75,TRUE
38.75,-110.5,TRUE
38.75,-110.25,TRUE
38.75,-110,TRUE
38.75,-109.75,TRUE
38.75,-109.5,TRUE
38.75,-109.25,TRUE
38.75,-109,TRUE
38.75,-108.75,TRUE
38.75,-108.5,TRUE
38.75,-108.25,TRUE
38.75,-108,TRUE
38.75,-107.75,TRUE
38.75,-107.5,TRUE
38.75,-107.25,TRUE
38.75,-107,TRUE
38.75,-106.75,TRUE
38.75,-106.5,TRUE
38.75,-106.25,TRUE
38.75,-106,TRUE
38.75,-105.75,TRUE
38.75,-105.5,TRUE
38.75,-105.25,TRUE
38.75,-105,TRUE
38.75,-104.75,TRUE
38.75,-104.5,TRUE
38.75,-104.25,TRUE
38.75,-104,TRUE
39,-123.5,TRUE
39,-123.25,TRUE
39,-123,TRUE
39,-122.75,TRUE
39,-122.5,TRUE
39,-122.25,TRUE
39,-122,TRUE
39,-121.75,TRUE
39,-121.5,TRUE
39,-121.25,TRUE
39,-121,TRUE
39,-120.75,TRUE
39,-120.5,TRUE
39,-120.25,TRUE
39,-120,TRUE
39,-119.75,TRUE
39,-119.5,TRUE
39,-119.25,TRUE
39,-119,TRUE
39,-118.75,TRUE
39,-118.5,TRUE
39,-118.25,TRUE
39,-118,TRUE
39,-117.75,TRUE
39,-117.5,TRUE
39,-117.25,TRUE
39,-117,TRUE
39,-116.75,TRUE
39,-116.5,TRUE
39,-116.25,TRUE
39,-116,TRUE
39,-115.75,TRUE
39,-115.5,TRUE
39,-115.25,TRUE
39,-115,TRUE
39,-114.75,TRUE
39,-114.5,TRUE
39,-114.25,TRUE
39,-114,TRUE
39,-113.75,TRUE
39,-113.5,TRUE
39,-113.25,TRUE
39,-113,TRUE
39,-112.75,TRUE
39,-112.5,TRUE
39,-112.25,TRUE
39,-112,TRUE
39,-111.75,TRUE
39,-111.5,TRUE
39,-111.25,TRUE
39,-111,TRUE
39,-110.75,TRUE
39,-110.5,TRUE
39,-110.25,TRUE
39,-110,TRUE
39,-109.75,TRUE
39,-109.5,TRUE
39,-109.25,TRUE
39,-109,TRUE
39,-108.75,TRUE
39,-108.5,TRUE
39,-108.25,TRUE
39,-108,TRUE
39,-107.75,TRUE
39,-107.5,TRUE
39,-107.25,TRUE
39,-107,TRUE
39,-106.75,TRUE
39,-106.5,TRUE
39,-106.25,TRUE
39,-106,TRUE
39,-105.75,TRUE
39,-105.5,TRUE
39,-105.25,TRUE
39,-105,TRUE
39,-104.75,TRUE
39,-104.5,TRUE
39,-104.25,TRUE
39,-104,TRUE
39.25,-123.75,TRUE
39.25,-123.5,TRUE
39.25,-123.25,TRUE
39.25,-123,TRUE
39.25,-122.75,TRUE
39.25,-122.5,TRUE
39.25,-122.25,TRUE
39.25,-122,TRUE
39.25,-121.75,TRUE
39.25,-121.5,TRUE
39.25,-121.25,TRUE
39.25,-121,TRUE
39.25,-120.75,TRUE
39.25,-120.5,TRUE
39.25,-120.25,TRUE
39.25,-120,TRUE
39.25,-119.75,TRUE
39.25,-119.5,TRUE
39.25,-119.25,TRUE
39.25,-119,TRUE
39.25,-118.75,TRUE
39.25,-118.5,TRUE
39.25,-118.25,TRUE
39.25,-118,TRUE
39.25,-117.75,TRUE
39.25,-117.5,TRUE
39.25,-117.25,TRUE
39.25,-117,TRUE
39.25,-116.75,TRUE
39.25,-116.5,TRUE
39.25,-116.25,TRUE
39.25,-116,TRUE
39.25,-115.75,TRUE
39.25,-115.5,TRUE
39.25,-115.25,TRUE
39.25,-115,TRUE
39.25,-114.75,TRUE
39.25,-114.5,TRUE
39.25,-114.25,TRUE
39.25,-114,TRUE
39.25,-113.75,TRUE
39.25,-113.5,TRUE
39.25,-113.25,TRUE
39.25,-113,TRUE
39.25,-112.75,TRUE
39.25,-112.5,TRUE
39.25,-112.25,TRUE
39.25,-112,TRUE
39.25,-111.75,TRUE
39.25,-111.5,TRUE
39.25,-111.25,TRUE
39.25,-111,TRUE
39.25,-110.75,TRUE
39.25,-110.5,TRUE
39.25,-110.25,TRUE
39.25,-110,TRUE
39.25,-109.75,TRUE
39.25,-109.5,TRUE
39.25,-109.25,TRUE
39.25,-109,TRUE
39.25,-108.75,TRUE
39.25,-108.5,TRUE
39.25,-108.25,TRUE
39.25,-108,TRUE
39.25,-107.75,TRUE
39.25,-107.5,TRUE
39.25,-107.25,TRUE
39.25,-107,TRUE
39.25,-106.75,TRUE
39.25,-106.5,TRUE
39.25,-106.25,TRUE
39.25,-106,TRUE
39.25,-105.75,TRUE
39.25,-105.5,TRUE
39.25,-105.25,TRUE
39.25,-105,TRUE
39.25,-104.75,TRUE
39.25,-104.5,TRUE
39.25,-104.25,TRUE
39.25,-104,TRUE
39.5,-123.75,TRUE
39.5,-123.5,TRUE
39.5,-123.25,TRUE
39.5,-123,TRUE
39.5,-122.75,TRUE
39.5,-122.5,TRUE
39.5,-122.25,TRUE
39.5,-122,TRUE
39.5,-121.75,TRUE
39.5,-121.5,TRUE
39.5,-121.25,TRUE
39.5,-121,TRUE
39.5,-120.75,TRUE
39.5,-120.5,TRUE
39.5,-120.25,TRUE
39.5,-120,TRUE
39.5,-119.75,TRUE
39.5,-119.5,TRUE
39.5,-119.25,TRUE
39.5,-119,TRUE
39.5,-118.75,TRUE
39.5,-118.5,TRUE
39.5,-118.25,TRUE
39.5,-118,TRUE
39.5,-117.75,TRUE
39.5,-117.5,TRUE
39.5,-117.25,TRUE
39.5,-117,TRUE
39.5,-116.75,TRUE
39.5,-116.5,TRUE
39.5,-116.25,TRUE
