lat,lon,source,manual_id,lat_coord,lon_coord,n_obs,present,track_early,track_late,elev2,mean_biomass,max_biomass,total,Temperate or sub-polar grassland,Tropical or sub-tropical shrubland,Temperate or sub-polar needleleaf forest,Temperate or sub-polar shrubland,Cropland,Urban and Built-up,Barren Lands,Wetland,Temperate or sub-polar broadleaf deciduous forest,Water,Tropical or sub-tropical grassland,Snow and Ice,No data,Mixed Forest,Sub-polar or polar grassland-lichen-moss,Sub-polar or polar barren-lichen-moss,near_needle,Angiosperms,Gymnospermae,Juniperus,Pinus,Pseudotsuga,Quercus,Populus,Abies,Larix,Hesperocyparis,Picea,Sequoiadendron,Thuja,Tsuga,Betula,Prosopis,Acer,Umbellularia,Notholithocarpus,Cercocarpus,Arbutus,Celtis,Fraxinus,Ulmus,Chrysolepis,Alnus,Carya,Callitropsis,Robinia,trees
32.90856764110461,-105.64849400873878,Defoliation surveys,45142,33,-105.75,1,1,in,NA,2509,87.6240425024904,143.3504638671875,1262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,1,0,0,0.8791208791208791,0,0,0.12087912087912088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.816588,-110.926355,Pheromone trapping,31,33.75,-111,8,1,in,NA,2066,76.14810710320091,151.6485595703125,1258,0,0,0.7591414944356121,0.24085850556438793,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.02518518518518518,0.9748148148148148,0.00962962962962962,0.9585185185185184,0.00666666666666666,0.02518518518518518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.61372241719728,-118.81052162844075,Defoliation surveys,44542,36.5,-118.75,1,1,in,NA,2154,239.392032884341,1602.817138671875,1259,0.01191421763304209,0,0.8077839555202542,0.18030182684670373,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.01324503311258278,0.9867549668874176,0,0.49448123620309065,0.2461368653421634,0.01324503311258278,0,0.24613686534216336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.279839779992614,-119.42373385646766,Defoliation surveys,45533,37.25,-119.5,1,1,in,NA,1871,263.77528468732777,663.54388427734375,1253,0,0,0.9784517158818836,0.02154828411811652,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,1,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.344453,-119.506744,Pheromone trapping,1001,37.25,-119.5,6,1,in,NA,1702,256.8941581642234,618.7098388671875,1251,0.00159872102318145,0,0.8792965627498002,0.11191047162270185,0,0,0,0,0,0.00719424460431654,0,0,0,0,0,0,TRUE,0,1,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.473961818396035,-119.59357012033806,Defoliation surveys,45538,37.5,-119.5,1,1,in,NA,1876,349.3393674265206,809.2545166015625,1262,0,0,0.9920760697305864,0.00792393026941363,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,1,0,0.504424778761062,0.252212389380531,0,0,0.2433628318584071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.511502,-119.550052,Pheromone trapping,1039,37.5,-119.5,5,1,in,NA,2620,243.46771695972555,562.66729736328125,1257,0,0,0.888623707239459,0.11137629276054097,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,1,0,0.35535976505139505,0.1589574155653451,0,0,0.4834801762114538,0,0,0,0.00220264317180616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.694548,-120.515566,Pheromone trapping,536,38.75,-120.5,4,1,in,NA,1551,313.88791838789405,641.1268310546875,1260,0,0,0.9650793650793652,0.0238095238095238,0,0,0,0,0,0.01111111111111111,0,0,0,0,0,0,TRUE,0.01103752759381897,0.9889624724061812,0,0.4966887417218544,0.2461368653421634,0.01103752759381897,0,0.2461368653421634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.080568,-120.416609,Pheromone trapping,427,39,-120.5,1,1,in,NA,1748,218.08986130435903,979.6239013671876,1258,0,0,0.7710651828298887,0.17011128775834658,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,TRUE,0.00526315789473684,0.9947368421052633,0,0.4048245614035088,0.20109649122807016,0.00526315789473684,0,0.3888157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.284766,-105.278067,Pheromone trapping,72,39.25,-105.25,1,1,in,NA,2382,50.5246121772377,101.62884521484376,1257,0,0,0.624502784407319,0.375497215592681,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.01030169242089771,0.9896983075791024,0.00147167034584253,0.6526857983811626,0.3355408388520971,0.00367917586460632,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.70857834902198,-115.31114831705108,Defoliation surveys,45335,41.75,-115.25,1,1,in,NA,2523,6.666691566518054,87.48442840576172,1254,0.02232854864433811,0,0.08692185007974482,0.8907496012759171,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,0.5862068965517241,0.4137931034482758,0,0.11494252873563218,0.1724137931034483,0,0.47126436781609193,0.0632183908045977,0,0,0.0632183908045977,0,0,0,0,0,0,0,0,0.11494252873563218,0,0,0,0,0,0,0,0,0,1
41.81341394220269,-115.49296145579608,Defoliation surveys,45573,41.75,-115.5,1,1,in,NA,2573,11.46445928030457,94.51363372802734,1254,0.03987240829346093,0,0.13157894736842105,0.7759170653907496,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,TRUE,0.6646706586826348,0.3353293413173653,0,0.07784431137724551,0.17964071856287425,0,0.562874251497006,0.03892215568862275,0,0,0.03892215568862275,0,0,0,0,0,0,0,0,0.10179640718562874,0,0,0,0,0,0,0,0,0,1
